code,Barcode,name,Compcode,Compname,Pack,Unit,Location,Expiry,Generic,Saltcode,Strength,saltcode1,Strength1,saltcode2,Strength2,saltcode3,Strength3,Saltcode4,Strength4,Saltcode5,Strength5,Substitute,Saltno,Prate,Tsr,Psc,ptax,Excise,Scm1,scm2,Srate,Sc,Saletype,Stax,Wsrate,Add_sc,Add_tsr,Costrate,opqty,Clqty,status,Vdt,Batchcode,cname_bc,Defqty,BarcodeQty,splrate,Mrp,Ssc,WsNet,SplNet,Hscm,Box,CommonItem,Sscm1,FDis,Sscm2,FDisP,currentScm,ScmFrom,ScmTo,CurrScm1,CurrScm2,TrimName,PresReq,Division,QScm,SconMrp,VAT,Margin,Inclusive,ItemCat,Gdn,PRateCase,PRateBox,Desc1,Desc2,MinQty,MaxQty,ItCase,TRate,Wr,Pic,Mfg,TempOpqty,TempClqty,TempAmt,TempAmt1,TempAmt2,TaxonMrp,ScmPer,IWeight,SubStrenght,ItemRef,MaxInvQty,MaxQtyWr,OpFreeQty,VATonSrate,Exon,ExPer,UnitType,MfgQty,mTag,DisContinue,MfgBy,Vol,VDisP,VDisS,FDisWR,LastYearCost,OpAddQty,SaleLessQty,SplDisQty,SplDisPer,MinGP,LockScm,FullName,RateLock,MinRate,PurExciseAsRate,PurNetRate,CostWFQ,LockBilling,SameBatchCost,EsCode,FdisPWS,ItemType,ItemGroup,HSNCode,CGST,SGST,IGST,GSTCess,IucCode,Flag,miscsettings,SyncMark
767,01356,MICRONAC-MR TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,41.12,0.00,0.00,0.00,0.00,10,1,45.43,0.00,1,0.00,0.00,N,N,41.12,0,0,,09-Jul-08,N,Y,N,0,$0.00,$59.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,MICRONACMRTAB,N,B&B-2,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MICRONAC-MR TAB.,1,0,0,0,41.12,N,41.12,0,,00,0,,0,0,0,0,,,,
768,01357,AMLONG-MT-25 mg TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,105.43,0.00,0.00,0.00,0.00,0,0,117.14,0.00,1,0.00,0.00,N,N,105.43,42,19,,09-Jul-08,N,Y,N,0,$0.00,$164.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMLONGMT25mgTAB,N,CARSYON-1,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-82,-82,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMLONG-MT-25 mg TAB.,1,0,0,0,105.43,N,31.18,0,0,00,0,30049079,6,6,12,0,,,,
769,01358,ARBITEL-20 mg TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,41.79,0.00,0.00,0.00,0.00,0,0,46.43,0.00,1,0.00,0.00,N,N,41.79,94,11,,09-Jul-08,N,Y,N,0,$0.00,$65.01,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ARBITEL20mgTAB,N,CARDICARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,40,51,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ARBITEL-20 mg TAB.,1,0,0,0,41.79,N,24.73,0,0,00,0,30049079,6,6,12,0,,,,
770,01359,MICRONAC-GEL,2,MICRO,1*30 GM,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,44.61,0.00,0.00,0.00,0.00,10,1,49.28,0.00,1,0.00,0.00,N,N,44.61,0,0,,09-Jul-08,N,Y,N,0,$0.00,$64.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,MICRONACGEL,N,B&B-2,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MICRONAC-GEL,1,0,0,0,44.61,N,44.61,0,,00,0,,0,0,0,0,,,,
771,01360,AMLOZAAR-H TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,164.57,0.00,0.00,0.00,0.00,0,0,182.86,0.00,1,0.00,0.00,N,N,164.57,62,-14,,09-Jul-08,N,Y,N,0,$0.00,$256.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMLOZAARHTAB,N,CARSYON-4,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-67,-89,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMLOZAAR-H TAB.,1,0,0,0,164.57,N,70.63,0,0,00,0,30049079,6,6,12,0,,,,
772,01361,SPENZO DEPOT 20mg INJ.,1,INTAS,1*1ML.,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,144.49,0.00,0.00,0.00,0.00,0,0,160.54,0.00,1,0.00,0.00,N,N,144.49,3,9,,09-Jul-08,N,Y,N,0,$0.00,$224.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,SPENZODEPOT20mgINJ,N,ALTIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLSPENZIJ002000,,3,3,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,SPENZO DEPOT 20mg INJ.,1,0,0,0,144.49,N,83.12,0,,00,0,30049099,6,6,12,0,,,,
773,01362,STIMUFOL 2.5mg TAB.,1,INTAS,1*5,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,105.55,0.00,0.00,0.00,0.00,0,0,117.28,0.00,1,0.00,0.00,N,N,28.41,209,1515,,09-Jul-08,N,Y,N,0,$0.00,$164.19,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,STIMUFOL25mgTAB,N,SYBELLA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLSTIMUTB2X5000,,210,170,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,STIMUFOL 2.5mg TAB.,1,0,0,0,28.41,N,75.52,0,,00,0,30049049,6,6,12,0,,,,
774,01363,VARDHMAN THREAD,3,THREAD,1*900MT.,1,,N,N,0,,0,,0,,0,,0,,0,,,0,0.00,0.00,0.00,0.00,0.00,0,0,25.00,0.00,1,0.00,0.00,N,N,0.00,0,0,,09-Jul-08,N,Y,N,0,$0.00,$35.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,VARDHMANTHREAD,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,VARDHMAN THREAD,1,0,0,,0,N,0,0,,00,0,,0,0,0,0,,,,
775,01364,AZERVA-E TAB.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,103.56,0.00,0.00,0.00,0.00,0,0,103.56,0.00,1,0.00,0.00,N,N,93.20,0,0,,09-Jul-08,N,Y,N,0,$0.00,$134.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AZERVAETAB,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AZERVA-E TAB.,1,0,0,0,93.2,N,93.2,0,,00,0,30049099,6,6,12,0,,,,
776,01365,MICRONAC-SR TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,35.20,0.00,0.00,0.00,0.00,10,1,38.88,0.00,1,0.00,0.00,N,N,35.20,0,0,,09-Jul-08,N,Y,N,0,$0.00,$50.50,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,MICRONACSRTAB,N,B&B-2,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MICRONAC-SR TAB.,1,0,0,0,35.2,N,35.2,0,,00,0,,0,0,0,0,,,,
777,01366,ARBITEL-80 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,66.81,0.00,0.00,0.00,0.00,0,0,74.23,0.00,1,0.00,0.00,N,N,66.81,19,23,,09-Jul-08,N,Y,N,0,$0.00,$103.93,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ARBITEL80mgTAB,N,CARDICARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,18,18,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ARBITEL-80 mg TAB.,1,0,0,0,66.81,N,69.56,0,,00,0,30049079,6,6,12,0,,,,
778,01367,AMLONG-H TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,88.07,0.00,0.00,0.00,0.00,0,0,97.86,0.00,1,0.00,0.00,N,N,88.07,102,49,,09-Jul-08,N,Y,N,0,$0.00,$137.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMLONGHTAB,N,CARSYON-1,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,116,98,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMLONG-H TAB.,1,0,0,0,88.07,N,57.21,0,0,00,0,30049079,6,6,12,0,,,,
779,01368,ARBITEL-AM TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,164.57,0.00,0.00,0.00,0.00,0,0,182.86,0.00,1,0.00,0.00,N,N,164.57,140,-4,,09-Jul-08,N,Y,N,0,$0.00,$256.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ARBITELAMTAB,N,CARDICARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-103,-104,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ARBITEL-AM TAB.,1,0,0,0,164.57,N,78.1,0,0,00,0,30049079,6,6,12,0,,,,
780,01369,DIANORM-FORTE TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,38.13,0.00,0.00,0.00,0.00,0,0,42.20,0.00,1,0.00,0.00,N,N,38.13,0,0,,09-Jul-08,N,Y,N,0,$0.00,$55.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DIANORMFORTETAB,N,CARSYON-2,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DIANORM-FORTE TAB.,1,0,0,0,38.13,N,38.13,0,,00,0,,0,0,0,0,,,,
781,01370,PIONORM-30 mg TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,94.50,0.00,0.00,0.00,0.00,0,0,105.00,0.00,1,0.00,0.00,N,N,94.50,181,35,,09-Jul-08,N,Y,N,0,$0.00,$147.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PIONORM30mgTAB,N,CARSYON-4,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,42,12,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PIONORM-30 mg TAB.,1,0,0,0,94.5,N,41.14,0,0,00,0,30049069,6,6,12,0,,,,
782,01371,VERSIDEP TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,47.57,0.00,0.00,0.00,0.00,0,0,52.86,0.00,1,0.00,0.00,N,N,47.57,158,-36,,09-Jul-08,N,Y,N,0,$0.00,$74.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VERSIDEPTAB,N,SYNAPSE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-153,-151,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VERSIDEP TAB.,1,0,0,0,47.57,N,43.2,0,0,00,0,30049088,6,6,12,0,,,,
783,01372,METADOXIL TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,107.16,0.00,0.00,0.00,0.00,0,0,118.40,0.00,1,0.00,0.00,N,N,107.16,0,0,,09-Jul-08,N,Y,N,0,$0.00,$153.82,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,METADOXILTAB,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,METADOXIL TAB.,1,0,0,0,107.16,N,107.16,0,,00,0,30049029,6,6,12,0,,,,
784,01373,PETRIL-PLUS TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,214.71,0.00,0.00,0.00,0.00,0,0,238.57,0.00,1,0.00,0.00,N,N,214.71,180,156,,09-Jul-08,N,Y,N,0,$0.00,$334.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PETRILPLUSTAB,N,SYNAPSE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,136,154,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PETRIL-PLUS TAB.,1,0,0,0,214.71,N,65.73,0,0,00,0,30049079,6,6,12,0,,,,
785,01374,NEBILONG-AM TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,131.14,0.00,0.00,0.00,0.00,0,0,145.71,0.00,1,0.00,0.00,N,N,131.14,71,-22,,09-Jul-08,N,Y,N,0,$0.00,$204.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,NEBILONGAMTAB,N,CARSYON-3,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-83,-87,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,NEBILONG-AM TAB.,1,0,0,0,131.14,N,63.32,0,0,00,0,30049079,6,6,12,0,,,,
786,01375,PREXARON-500mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,508.18,0.00,0.00,0.00,0.00,0,0,564.64,0.00,1,0.00,0.00,N,N,406.54,23,9,,09-Jul-08,N,Y,N,0,$0.00,$790.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PREXARON500mg,N,AVANTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLPREXATB050000,,21,21,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PREXARON-500mg,1,0,0,0,406.54,N,224.91,0,0,00,0,30049099,6,6,12,0,,,,
787,01376,AVAS-20-EZ TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,113.15,0.00,0.00,0.00,0.00,0,0,113.93,0.00,1,0.00,0.00,N,N,113.15,5,0,,09-Jul-08,N,Y,N,0,$0.00,$148.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AVAS20EZTAB,N,CARSYON-1,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,5,5,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AVAS-20-EZ TAB.,1,0,0,0,113.15,N,113.15,0,,00,0,,0,0,0,0,,,,
788,01377,AZERVA-10mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,35.57,0.00,0.00,0.00,0.00,0,0,39.52,0.00,1,0.00,0.00,N,N,35.57,20,14,,09-Jul-08,N,Y,N,0,$0.00,$55.33,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AZERVA10mg,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAZERVTB001000,,30,27,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AZERVA-10mg,1,0,0,0,35.57,N,37.03,0,,00,0,30049099,6,6,12,0,,,,
789,01378,ZOLTAB-40mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,91.87,0.00,0.00,0.00,0.00,0,0,91.87,0.00,1,0.00,0.00,N,N,82.68,0,0,,09-Jul-08,N,Y,N,0,$0.00,$120.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ZOLTAB40mg,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ZOLTAB-40mg,1,0,0,0,82.68,N,82.68,0,,00,0,,0,0,0,0,,,,
790,01379,TORSINEX-PLUS TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,19.60,0.00,0.00,0.00,0.00,0,0,21.78,0.00,1,0.00,0.00,N,N,17.64,244,7,,09-Jul-08,N,Y,N,0,$0.00,$30.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TORSINEXPLUSTAB,N,CARDICARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,187,200,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TORSINEX-PLUS TAB.,1,0,0,0,17.64,N,13.05,0,,00,0,30049087,6,6,12,0,,,,
791,01380,ASTIN-5 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,32.57,0.00,0.00,0.00,0.00,0,0,36.19,0.00,1,0.00,0.00,N,N,32.57,0,0,,09-Jul-08,N,Y,N,0,$0.00,$47.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ASTIN5mgTAB,N,CARDICARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ASTIN-5 mg TAB.,1,0,0,0,32.57,N,32.57,0,,00,0,,0,0,0,0,,,,
792,01381,MICRONAC PLUS TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,28.61,0.00,0.00,0.00,0.00,0,0,31.79,0.00,1,0.00,0.00,N,N,28.61,20,0,,09-Jul-08,N,Y,N,0,$0.00,$44.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MICRONACPLUSTAB,N,B&B-2,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,20,20,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MICRONAC PLUS TAB.,1,0,0,0,28.61,N,28.61,0,,00,0,30049069,6,6,12,0,,,,
793,01382,ULTRAM TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,140.79,0.00,0.00,0.00,0.00,0,0,156.44,0.00,1,0.00,0.00,N,N,117.33,78,122,,09-Jul-08,N,Y,N,0,$0.00,$219.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ULTRAMTAB,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,36,55,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ULTRAM TAB.,1,0,0,0,140.79,N,50.54,0,0,00,0,30049069,6,6,12,0,,,,
794,01383,CARVIDON-MR TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,195.44,0.00,0.00,0.00,0.00,0,0,217.14,0.00,1,0.00,0.00,N,N,162.86,256,73,,09-Jul-08,N,Y,N,0,$0.00,$304.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CARVIDONMRTAB,N,CARSYON-3,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,62,31,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CARVIDON-MR TAB.,1,0,0,0,162.86,N,77.14,0,0,00,0,30049079,6,6,12,0,,,,
795,01384,VITAMER-EA CAP.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,82.80,0.00,0.00,0.00,0.00,0,0,91.49,0.00,1,0.00,0.00,N,N,82.80,0,0,,09-Jul-08,N,Y,N,0,$0.00,$118.86,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VITAMEREACAP,N,CARSYON-2,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VITAMER-EA CAP.,1,0,0,0,82.8,N,82.8,0,,00,0,30049079,6,6,12,0,,,,
796,01385,METAPRO-XL-25 mg TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,45.90,0.00,0.00,0.00,0.00,0,0,51.00,0.00,1,0.00,0.00,N,N,45.90,22,12,,09-Jul-08,N,Y,N,0,$0.00,$71.40,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,METAPROXL25mgTAB,N,CARDICARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-5,-8,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,METAPRO-XL-25 mg TAB.,1,0,0,0,45.9,N,38.67,0,,00,0,30049074,6,6,12,0,,,,
797,01386,NEBILONG-5 MG TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,154.93,0.00,0.00,0.00,0.00,0,0,172.14,0.00,1,0.00,0.00,N,N,139.44,128,82,,09-Jul-08,N,Y,N,0,$0.00,$241.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,NEBILONG5MGTAB,N,CARSYON-3,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-51,-54,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,NEBILONG-5 MG TAB.,1,0,0,0,139.44,N,66.86,0,0,00,0,30049079,6,6,12,0,,,,
798,01387,TAKFA-1gm,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,297.56,0.00,0.00,0.00,0.00,0,0,330.62,0.00,1,0.00,0.00,N,N,205.02,21,30,,09-Jul-08,N,Y,N,0,$0.00,$462.90,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TAKFA1gm,N,ASPIRA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLTAKFACP000100,,15,8,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TAKFA-1gm,1,0,0,0,205.02,N,230.42,0,0,00,0,30049099,6,6,12,0,,,,
799,01388,DOLOPAR GEL,2,MICRO,1*30 GM.,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,66.86,0.00,0.00,0.00,0.00,0,0,74.29,0.00,1,0.00,0.00,N,N,55.73,11,0,,09-Jul-08,N,Y,N,0,$0.00,$104.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DOLOPARGEL,N,NOVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,1,1,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DOLOPAR GEL,1,0,0,0,55.73,N,50,0,,00,0,30049066,6,6,12,0,,,,
800,01389,FEROX CAP.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,38.82,0.00,0.00,0.00,0.00,10,1,42.97,0.00,1,0.00,0.00,N,N,35.12,0,0,,09-Jul-08,N,Y,N,0,$0.00,$56.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,FEROXCAP,N,NOVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FEROX CAP.,1,0,0,0,35.12,N,35.12,0,,00,0,,0,0,0,0,,,,
801,01390,HICET-L TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,39.86,0.00,0.00,0.00,0.00,0,0,44.29,0.00,1,0.00,0.00,N,N,33.22,39,40,,09-Jul-08,N,Y,N,0,$0.00,$62.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,HICETLTAB,N,NOVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,38,38,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,HICET-L TAB.,1,0,0,0,33.22,N,27.55,0,,00,0,30049039,6,6,12,0,,,,
802,01391,PANTOFLUX SR CAP.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,56.80,0.00,0.00,0.00,0.00,10,1,62.48,0.00,1,0.00,0.00,N,N,53.96,0,0,,09-Jul-08,N,Y,N,0,$0.00,$82.00,$0.00,N,N,N,0,N,10,N,1,0,N,10-Aug-02,10-Aug-02,0,0,PANTOFLUXSRCAP,N,NOVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PANTOFLUX SR CAP.,1,0,0,0,53.96,N,53.96,0,,00,0,,0,0,0,0,,,,
